Postcode,SA4,Relevance
4060,Brisbane - West,0.001649
4060,Brisbane Inner City,0.998351
4061,Brisbane - West,0.9871702
4061,Brisbane Inner City,0.0128298
4064,Brisbane Inner City,1.0
4065,Brisbane Inner City,1.0
4066,Brisbane - West,0.0083863
4066,Brisbane Inner City,0.9916137
4067,Brisbane - West,1.0
4068,Brisbane - West,0.9926348
4068,Brisbane Inner City,0.0073652
4069,Brisbane - West,0.9999744
4070,Brisbane - West,0.9982249
4070,Ipswich,0.0017751
4072,Brisbane - West,1.0
4073,Brisbane - West,1.0
4074,Brisbane - West,0.9768068
4074,Ipswich,0.0231932
4075,Brisbane - West,0.6602068
4075,Ipswich,0.3397932
4076,Ipswich,0.9999999
4077,Brisbane - South,0.0035407
4077,Ipswich,0.9964593
4078,Brisbane - South,0.0489075
4078,Ipswich,0.9510925
4101,Brisbane - South,0.0006969
4101,Brisbane Inner City,0.9993031
4102,Brisbane - South,0.9449405
4102,Brisbane Inner City,0.0550595
4103,Brisbane - South,1.0
4104,Brisbane - South,1.0
4105,Brisbane - South,1.0
4106,Brisbane - South,0.9915857
4106,Brisbane - West,0.0084143
4107,Brisbane - South,1.0
4108,Brisbane - South,1.0
4109,Brisbane - South,1.0
4110,Brisbane - South,0.9998866
4110,Ipswich,0.0001134
4111,Brisbane - South,1.0
4112,Brisbane - South,1.0
4113,Brisbane - South,1.0
4114,Logan - Beaudesert,0.9999981
4115,Brisbane - South,1.0
4116,Brisbane - South,1.0
4117,Brisbane - South,0.0351191
4117,Logan - Beaudesert,0.9648809
4118,Logan - Beaudesert,1.0
4119,Logan - Beaudesert,1.0
4120,Brisbane - South,1.0
4121,Brisbane - South,1.0
4122,Brisbane - South,1.0
4123,Brisbane - South,0.0671258
4123,Logan - Beaudesert,0.9328742
4124,Ipswich,0.0052835
4124,Logan - Beaudesert,0.9947165
4125,Logan - Beaudesert,1.0
4127,Brisbane - South,0.0002074
4127,Logan - Beaudesert,0.9997926
4128,Logan - Beaudesert,1.0
4129,Logan - Beaudesert,1.0
4130,Logan - Beaudesert,1.0
4131,Logan - Beaudesert,1.0
4132,Logan - Beaudesert,1.0
4133,Logan - Beaudesert,1.0
4151,Brisbane - South,0.9970356
4151,Brisbane Inner City,0.0029644
4152,Brisbane - South,0.9932947
4152,Brisbane Inner City,0.0067053
4153,Brisbane - East,0.9450534
4153,Brisbane - South,0.0549466
4154,Brisbane - East,1.0
4155,Brisbane - East,1.0
4156,Brisbane - East,0.0246239
4156,Brisbane - South,0.9753761
4157,Brisbane - East,1.0
4158,Brisbane - East,1.0
4159,Brisbane - East,1.0
4160,Brisbane - East,1.0
4161,Brisbane - East,1.0
4163,Brisbane - East,1.0
4164,Brisbane - East,1.0
4165,Brisbane - East,1.0
4169,Brisbane - South,0.0007942
4169,Brisbane Inner City,0.9992058
4170,Brisbane - East,0.0012045
4170,Brisbane - South,0.2084581
4170,Brisbane Inner City,0.7903374
4171,Brisbane Inner City,1.0
4172,Brisbane - East,0.9906801
4172,Brisbane - South,0.009194
4172,Brisbane Inner City,0.000126
4173,Brisbane - East,1.0
4174,Brisbane - East,1.0
4178,Brisbane - East,1.0
4179,Brisbane - East,1.0
4183,Brisbane - East,1.0
4184,Brisbane - East,1.0
4205,Logan - Beaudesert,1.0
4207,Gold Coast,0.0830487
4207,Logan - Beaudesert,0.9169513
4208,Gold Coast,1.0
4209,Gold Coast,1.0
4210,Gold Coast,1.0
4211,Gold Coast,1.0
4212,Gold Coast,1.0
4213,Gold Coast,1.0
4214,Gold Coast,1.0
4215,Gold Coast,1.0
4216,Gold Coast,1.0
4217,Gold Coast,1.0
4218,Gold Coast,1.0
4219,Gold Coast,1.0
4220,Gold Coast,1.0
4221,Gold Coast,1.0
4223,Gold Coast,1.0
4224,Gold Coast,1.0
4225,Gold Coast,1.0
4226,Gold Coast,1.0
4227,Gold Coast,1.0
4228,Gold Coast,1.0
4229,Gold Coast,1.0
4230,Gold Coast,1.0
4270,Gold Coast,0.6710397
4270,Logan - Beaudesert,0.3289603
4271,Gold Coast,1.0
4272,Gold Coast,1.0
4275,Gold Coast,0.9462296
4275,Logan - Beaudesert,0.0537704
4280,Logan - Beaudesert,1.0
4285,Ipswich,0.0020561
4285,Logan - Beaudesert,0.9979439
4287,Ipswich,0.0020321
4287,Logan - Beaudesert,0.9979679
4300,Ipswich,1.0
4301,Ipswich,1.0
4303,Ipswich,1.0
4304,Ipswich,1.0
4305,Ipswich,1.0
4306,Darling Downs - Maranoa,0.0047317
4306,Ipswich,0.9070776
4306,Moreton Bay - North,0.0209973
4306,Wide Bay,0.0671934
4307,Ipswich,1.0
4309,Ipswich,1.0
4310,Ipswich,1.0
4311,Ipswich,0.9998935
4311,Toowoomba,0.0001065
4312,Ipswich,1.0
4313,Ipswich,0.9383824
4313,Moreton Bay - North,0.0616176
4340,Ipswich,1.0
4341,Ipswich,1.0
4342,Ipswich,0.9989789
4342,Toowoomba,0.0010211
4343,Ipswich,0.0733199
4343,Toowoomba,0.9266801
4344,Toowoomba,1.0
4345,Toowoomba,1.0
4346,Ipswich,1.0
4347,Toowoomba,1.0
4350,Darling Downs - Maranoa,0.0039327
4350,Toowoomba,0.9960673
4352,Darling Downs - Maranoa,0.1207053
4352,Toowoomba,0.8792947
4353,Darling Downs - Maranoa,1.0
4354,Darling Downs - Maranoa,1.0
4355,Darling Downs - Maranoa,1.0
4356,Darling Downs - Maranoa,1.0
4357,Darling Downs - Maranoa,1.0
4358,Darling Downs - Maranoa,0.3255526
4358,Toowoomba,0.6744474
4359,Darling Downs - Maranoa,0.9999991
4360,Darling Downs - Maranoa,1.0
4361,Darling Downs - Maranoa,1.0
4362,Darling Downs - Maranoa,1.0
4363,Darling Downs - Maranoa,1.0
4364,Darling Downs - Maranoa,1.0
4365,Darling Downs - Maranoa,1.0
4370,Darling Downs - Maranoa,1.0
4371,Darling Downs - Maranoa,1.0
4372,Darling Downs - Maranoa,1.0
4373,Darling Downs - Maranoa,1.0
4374,Darling Downs - Maranoa,1.0
4375,Darling Downs - Maranoa,1.0
4376,Darling Downs - Maranoa,1.0
4377,Darling Downs - Maranoa,1.0
4378,Darling Downs - Maranoa,1.0
4380,Darling Downs - Maranoa,1.0
4381,Darling Downs - Maranoa,1.0
4382,Darling Downs - Maranoa,1.0
4383,New England and North West,0.2941975
4383,Darling Downs - Maranoa,0.7058025
4384,Darling Downs - Maranoa,1.0
4385,New England and North West,0.0666157
4385,Darling Downs - Maranoa,0.9333843
4387,Darling Downs - Maranoa,1.0
4388,Darling Downs - Maranoa,1.0
4390,Darling Downs - Maranoa,1.0
4400,Darling Downs - Maranoa,0.0750844
4400,Toowoomba,0.9249156
4401,Darling Downs - Maranoa,1.0
4402,Darling Downs - Maranoa,1.0
4403,Darling Downs - Maranoa,1.0
4404,Darling Downs - Maranoa,1.0
4405,Darling Downs - Maranoa,0.9975202
4405,Wide Bay,0.0024798
4406,Darling Downs - Maranoa,1.0
4407,Darling Downs - Maranoa,1.0
4408,Darling Downs - Maranoa,1.0
4410,Darling Downs - Maranoa,1.0
4411,Darling Downs - Maranoa,1.0
4412,Darling Downs - Maranoa,1.0
4413,Darling Downs - Maranoa,1.0
4415,Darling Downs - Maranoa,1.0
4416,Darling Downs - Maranoa,1.0
4417,Darling Downs - Maranoa,1.0
4418,Darling Downs - Maranoa,1.0
4419,Darling Downs - Maranoa,0.9503628
4419,Fitzroy,0.0496372
4420,Darling Downs - Maranoa,0.0132828
4420,Fitzroy,0.9867172
4421,Darling Downs - Maranoa,1.0
4422,Darling Downs - Maranoa,1.0
4423,Darling Downs - Maranoa,1.0
4424,Darling Downs - Maranoa,1.0
4425,Darling Downs - Maranoa,1.0
4426,Darling Downs - Maranoa,1.0
4427,Darling Downs - Maranoa,1.0
4428,Darling Downs - Maranoa,1.0
4454,Darling Downs - Maranoa,1.0
4455,Darling Downs - Maranoa,1.0
4461,Darling Downs - Maranoa,1.0
4462,Darling Downs - Maranoa,1.0
4465,Darling Downs - Maranoa,1.0
4467,Darling Downs - Maranoa,0.9773909
4467,Queensland - Outback,0.0226091
4468,Queensland - Outback,1.0
4470,Queensland - Outback,1.0
4471,Queensland - Outback,1.0
4472,Queensland - Outback,1.0
4474,Queensland - Outback,1.0
4475,Queensland - Outback,1.0
4477,Queensland - Outback,1.0
4478,Queensland - Outback,1.0
4479,Queensland - Outback,1.0
4480,Queensland - Outback,1.0
4481,Queensland - Outback,1.0
4482,Queensland - Outback,1.0
4486,Darling Downs - Maranoa,1.0
4487,Darling Downs - Maranoa,1.0
4488,Darling Downs - Maranoa,0.8921279
4488,Queensland - Outback,0.1078721
4489,Queensland - Outback,1.0
4490,Queensland - Outback,1.0
4491,Queensland - Outback,1.0
4492,Queensland - Outback,1.0
4493,Far West and Orana,0.2666556
4493,Queensland - Outback,0.7333444
4494,Darling Downs - Maranoa,1.0
4496,Darling Downs - Maranoa,1.0
4497,Darling Downs - Maranoa,1.0
4498,Darling Downs - Maranoa,1.0
4500,Moreton Bay - South,1.0
4501,Moreton Bay - South,1.0
4502,Moreton Bay - South,1.0
4503,Moreton Bay - South,1.0
4504,Moreton Bay - North,1.0
4505,Moreton Bay - North,1.0
4506,Moreton Bay - North,1.0
4507,Moreton Bay - North,1.0
4508,Moreton Bay - North,1.0
4509,Moreton Bay - South,1.0
4510,Moreton Bay - North,1.0
4511,Moreton Bay - North,1.0
4512,Moreton Bay - North,1.0
4514,Moreton Bay - North,1.0
4515,Moreton Bay - North,1.0
4516,Moreton Bay - North,1.0
4517,Sunshine Coast,1.0
4518,Sunshine Coast,1.0
4519,Sunshine Coast,1.0
4520,Brisbane - West,0.0024846
4520,Moreton Bay - South,0.9975154
4521,Moreton Bay - North,0.1270916
4521,Moreton Bay - South,0.8729084
4550,Sunshine Coast,1.0
4551,Sunshine Coast,1.0
4552,Moreton Bay - North,0.0162759
4552,Sunshine Coast,0.9837241
4553,Sunshine Coast,1.0
4554,Sunshine Coast,1.0
4555,Sunshine Coast,1.0
4556,Sunshine Coast,1.0
4557,Sunshine Coast,1.0
4558,Sunshine Coast,1.0
4559,Sunshine Coast,1.0
4560,Sunshine Coast,1.0
4561,Sunshine Coast,1.0
4562,Sunshine Coast,1.0
4563,Sunshine Coast,0.9501205
4563,Wide Bay,0.0498795
4564,Sunshine Coast,1.0
4565,Sunshine Coast,1.0
4566,Sunshine Coast,1.0
4567,Sunshine Coast,1.0
4568,Sunshine Coast,1.0
4569,Sunshine Coast,1.0
4570,Wide Bay,0.9999448
4571,Sunshine Coast,1.0
4572,Sunshine Coast,1.0
4573,Sunshine Coast,1.0
4574,Sunshine Coast,0.9173532
4574,Wide Bay,0.0826468
4575,Sunshine Coast,1.0
4580,Wide Bay,1.0
4581,Wide Bay,1.0
4600,Wide Bay,1.0
4601,Wide Bay,1.0
4605,Wide Bay,1.0
4606,Wide Bay,1.0
4608,Wide Bay,1.0
4610,Darling Downs - Maranoa,0.0054454
4610,Wide Bay,0.9945546
4611,Wide Bay,1.0
4612,Wide Bay,1.0
4613,Wide Bay,1.0
4614,Darling Downs - Maranoa,0.9991564
4614,Wide Bay,0.0008436
4615,Wide Bay,1.0
4620,Wide Bay,1.0
4621,Wide Bay,1.0
4625,Wide Bay,1.0
4626,Darling Downs - Maranoa,0.0033896
4626,Wide Bay,0.9966104
4627,Wide Bay,1.0
4630,Wide Bay,1.0
4650,Wide Bay,1.0
4655,Wide Bay,0.9999956
4659,Wide Bay,1.0
4660,Wide Bay,1.0
4662,Wide Bay,1.0
4670,Wide Bay,1.0
4671,Wide Bay,1.0
4673,Wide Bay,1.0
4674,Fitzroy,0.999362
4674,Wide Bay,0.000638
4676,Fitzroy,0.9999934
4677,Fitzroy,1.0
4678,Fitzroy,1.0
4680,Fitzroy,0.9993699
4694,Fitzroy,1.0
4695,Fitzroy,1.0
4697,Fitzroy,1.0
4699,Fitzroy,1.0
4700,Fitzroy,1.0
4701,Fitzroy,1.0
4702,Fitzroy,0.9999892
4703,Fitzroy,1.0
4704,Fitzroy,1.0
4705,Fitzroy,0.4081157
4705,Mackay,0.5918843
4706,Fitzroy,1.0
4707,Mackay,1.0
4709,Fitzroy,1.0
4710,Fitzroy,1.0
4711,Fitzroy,1.0
4712,Fitzroy,1.0
4713,Fitzroy,1.0
4714,Fitzroy,1.0
4715,Fitzroy,1.0
4716,Fitzroy,1.0
4717,Fitzroy,1.0
4718,Fitzroy,1.0
4719,Fitzroy,1.0
4720,Fitzroy,1.0
4721,Fitzroy,0.0263641
4721,Mackay,0.9736359
4722,Fitzroy,1.0
4723,Fitzroy,1.0
4724,Queensland - Outback,1.0
4725,Queensland - Outback,1.0
4726,Queensland - Outback,1.0
4727,Queensland - Outback,1.0
4728,Queensland - Outback,1.0
4730,Queensland - Outback,1.0
4731,Queensland - Outback,1.0
4732,Queensland - Outback,1.0
4733,Queensland - Outback,1.0
4735,Queensland - Outback,1.0
4736,Queensland - Outback,1.0
4737,Mackay,1.0
4738,Mackay,1.0
4739,Mackay,1.0
4740,Mackay,1.0
4741,Mackay,1.0
4742,Mackay,1.0
4743,Mackay,1.0
4744,Mackay,1.0
4745,Fitzroy,0.0009322
4745,Mackay,0.9990678
4746,Mackay,1.0
4750,Mackay,1.0
4751,Mackay,1.0
4753,Mackay,1.0
4754,Mackay,1.0
4756,Mackay,1.0
4757,Mackay,1.0
4798,Mackay,1.0
4799,Mackay,1.0
4800,Mackay,1.0
4801,Mackay,1.0
4802,Mackay,1.0
4803,Mackay,1.0
4804,Mackay,1.0
4805,Mackay,1.0
4806,Townsville,1.0
4807,Townsville,1.0
4808,Townsville,1.0
4809,Queensland - Outback,0.0060056
4809,Townsville,0.9939944
4810,Townsville,1.0
4811,Townsville,1.0
4812,Townsville,1.0
4813,Townsville,1.0
4814,Townsville,1.0
4815,Townsville,1.0
4816,Cairns,0.0649376
4816,Queensland - Outback,0.0284794
4816,Townsville,0.9065828
4817,Townsville,1.0
4818,Townsville,1.0
4819,Townsville,1.0
4820,Mackay,0.0057755
4820,Townsville,0.9942245
4821,Queensland - Outback,1.0
4822,Queensland - Outback,1.0
4823,Queensland - Outback,1.0
4824,Queensland - Outback,1.0
4825,Queensland - Outback,0.978473
4825,Northern Territory - Outback,0.021527
4828,Queensland - Outback,1.0
4829,Queensland - Outback,1.0
4830,Queensland - Outback,1.0
4849,Cairns,1.0
4850,Townsville,0.9999999
4852,Cairns,1.0
4854,Cairns,1.0
4855,Cairns,1.0
4856,Cairns,1.0
4857,Cairns,1.0
4858,Cairns,0.9999993
4859,Cairns,1.0
4860,Cairns,1.0
4861,Cairns,1.0
4865,Cairns,1.0
4868,Cairns,1.0
4869,Cairns,1.0
4870,Cairns,1.0
4871,Cairns,0.4642029
4871,Queensland - Outback,0.5357971
4872,Cairns,0.6357743
4872,Queensland - Outback,0.3642257
4873,Cairns,1.0
4874,Queensland - Outback,0.9999996
4875,Queensland - Outback,0.9987417
4876,Queensland - Outback,1.0
4877,Cairns,1.0
4878,Cairns,1.0
4879,Cairns,1.0
4880,Cairns,0.8392845
4880,Queensland - Outback,0.1607155
4881,Cairns,1.0
4882,Cairns,1.0
4883,Cairns,1.0
4884,Cairns,1.0
4885,Cairns,1.0
4886,Cairns,1.0
4887,Cairns,0.8309421
4887,Queensland - Outback,0.1690579
4888,Cairns,1.0
4890,Queensland - Outback,1.0
4891,Queensland - Outback,1.0
4895,Cairns,0.006691
4895,Queensland - Outback,0.993309
5000,Adelaide - Central and Hills,1.0
5005,Adelaide - Central and Hills,1.0
5006,Adelaide - Central and Hills,1.0
5007,Adelaide - West,1.0
5008,Adelaide - West,1.0
5009,Adelaide - West,1.0
5010,Adelaide - West,1.0
5011,Adelaide - West,1.0
5012,Adelaide - West,1.0
5013,Adelaide - West,1.0
5014,Adelaide - West,1.0
5015,Adelaide - West,1.0
5016,Adelaide - West,1.0
5017,Adelaide - West,1.0
5018,Adelaide - West,1.0
5019,Adelaide - West,1.0
5020,Adelaide - West,1.0
5021,Adelaide - West,1.0
5022,Adelaide - West,1.0
5023,Adelaide - West,1.0
5024,Adelaide - West,1.0
5025,Adelaide - West,1.0
5031,Adelaide - West,1.0
5032,Adelaide - West,1.0
5033,Adelaide - West,1.0
5034,Adelaide - Central and Hills,1.0
5035,Adelaide - Central and Hills,0.7418505
5035,Adelaide - West,0.2581495
5037,Adelaide - South,0.1620242
5037,Adelaide - West,0.8379758
5038,Adelaide - South,0.4751966
5038,Adelaide - West,0.5248034
5039,Adelaide - South,1.0
5040,Adelaide - West,1.0
5041,Adelaide - South,1.0
5042,Adelaide - South,1.0
5043,Adelaide - South,1.0
5044,Adelaide - South,1.0
5045,Adelaide - South,0.9227454
5045,Adelaide - West,0.0772546
5046,Adelaide - South,1.0
5047,Adelaide - South,1.0
5048,Adelaide - South,1.0
5049,Adelaide - South,1.0
5050,Adelaide - South,1.0
5051,Adelaide - South,1.0
5052,Adelaide - South,0.9999997
5061,Adelaide - Central and Hills,1.0
5062,Adelaide - South,1.0
5063,Adelaide - Central and Hills,1.0
5064,Adelaide - Central and Hills,0.8969268
5064,Adelaide - South,0.1030732
5065,Adelaide - Central and Hills,1.0
5066,Adelaide - Central and Hills,1.0
5067,Adelaide - Central and Hills,1.0
5068,Adelaide - Central and Hills,1.0
5069,Adelaide - Central and Hills,1.0
5070,Adelaide - Central and Hills,0.9996408
5070,Adelaide - North,0.0003592
5072,Adelaide - Central and Hills,1.0
5073,Adelaide - Central and Hills,1.0
5074,Adelaide - Central and Hills,0.9995181
5074,Adelaide - North,0.0004819
5075,Adelaide - Central and Hills,0.6388142
5075,Adelaide - North,0.3611858
5076,Adelaide - Central and Hills,1.0
5081,Adelaide - Central and Hills,1.0
5082,Adelaide - Central and Hills,0.9659058
5082,Adelaide - West,0.0340942
5083,Adelaide - Central and Hills,0.5963078
5083,Adelaide - North,0.4036922
5084,Adelaide - North,1.0
5085,Adelaide - North,1.0
5086,Adelaide - North,1.0
5087,Adelaide - North,1.0
5088,Adelaide - North,1.0
5089,Adelaide - North,1.0
5090,Adelaide - North,1.0
5091,Adelaide - North,1.0
5092,Adelaide - North,1.0
5093,Adelaide - North,1.0
5094,Adelaide - North,0.9999922
5095,Adelaide - North,1.0
5096,Adelaide - North,1.0
5097,Adelaide - North,1.0
5098,Adelaide - North,1.0
5106,Adelaide - North,1.0
5107,Adelaide - North,1.0
5108,Adelaide - North,1.0
5109,Adelaide - North,1.0
5110,Adelaide - North,1.0
5111,Adelaide - North,1.0
5112,Adelaide - North,1.0
5113,Adelaide - North,1.0
5114,Adelaide - Central and Hills,0.0068606
5114,Adelaide - North,0.9931394
5115,Adelaide - North,1.0
5116,Adelaide - North,1.0
5117,Adelaide - North,1.0
5118,Adelaide - North,1.0
5120,Adelaide - North,1.0
5121,Adelaide - North,1.0
5125,Adelaide - North,1.0
5126,Adelaide - North,1.0
5127,Adelaide - North,1.0
5131,Adelaide - Central and Hills,0.8172978
5131,Adelaide - North,0.1827022
5132,Adelaide - Central and Hills,1.0
5133,Adelaide - Central and Hills,1.0
5134,Adelaide - Central and Hills,1.0
5136,Adelaide - Central and Hills,1.0
5137,Adelaide - Central and Hills,1.0
5138,Adelaide - Central and Hills,1.0
5139,Adelaide - Central and Hills,1.0
5140,Adelaide - Central and Hills,1.0
5141,Adelaide - Central and Hills,1.0
5142,Adelaide - Central and Hills,1.0
5144,Adelaide - Central and Hills,1.0
5150,Adelaide - Central and Hills,0.3852538
5150,Adelaide - South,0.6147462
5151,Adelaide - Central and Hills,1.0
5152,Adelaide - Central and Hills,0.9865546
5152,Adelaide - South,0.0134454
5153,Adelaide - Central and Hills,0.9652515
5153,Adelaide - South,0.0310952
5153,South Australia - South East,0.0036533
5154,Adelaide - Central and Hills,1.0
5155,Adelaide - Central and Hills,1.0
5156,Adelaide - Central and Hills,0.8248295
5156,Adelaide - South,0.1751705
5157,Adelaide - Central and Hills,0.0534383
5157,Adelaide - South,0.8334079
5157,South Australia - South East,0.1131538
5158,Adelaide - South,1.0
5159,Adelaide - South,1.0
5160,Adelaide - South,1.0
5161,Adelaide - South,1.0
5162,Adelaide - South,1.0
5163,Adelaide - South,1.0
5164,Adelaide - South,1.0
5165,Adelaide - South,1.0
5166,Adelaide - South,1.0
5167,Adelaide - South,1.0
5168,Adelaide - South,1.0
5169,Adelaide - South,1.0
5170,Adelaide - South,1.0
5171,Adelaide - South,1.0
5172,Adelaide - Central and Hills,0.0106296
5172,Adelaide - South,0.7860735
5172,South Australia - South East,0.2032969
5173,Adelaide - South,1.0
5174,Adelaide - South,0.9949488
5174,South Australia - South East,0.0050512
5201,Adelaide - Central and Hills,0.8757173
5201,South Australia - South East,0.1242827
5202,South Australia - South East,1.0
5203,South Australia - South East,1.0
5204,South Australia - South East,1.0
5210,South Australia - South East,1.0
5211,South Australia - South East,1.0
5212,South Australia - South East,1.0
5213,South Australia - South East,1.0
5214,South Australia - South East,1.0
5220,South Australia - South East,1.0
5221,South Australia - South East,1.0
5222,South Australia - South East,1.0
5223,South Australia - South East,1.0
5231,Adelaide - Central and Hills,0.9999999
5232,Adelaide - Central and Hills,1.0
5233,Adelaide - Central and Hills,1.0
5234,Adelaide - Central and Hills,0.9854216
5234,South Australia - South East,0.0145784
5235,Adelaide - Central and Hills,0.0244768
5235,Barossa - Yorke - Mid North,0.9212289
5235,South Australia - South East,0.0542943
5236,South Australia - South East,1.0
5237,South Australia - South East,1.0
5238,South Australia - South East,1.0
5240,Adelaide - Central and Hills,1.0
5241,Adelaide - Central and Hills,1.0
5242,Adelaide - Central and Hills,1.0
5243,Adelaide - Central and Hills,1.0
5244,Adelaide - Central and Hills,0.9894133
5244,South Australia - South East,0.0105867
5245,Adelaide - Central and Hills,1.0
5250,Adelaide - Central and Hills,1.0
5251,Adelaide - Central and Hills,1.0
5252,Adelaide - Central and Hills,0.9996061
5252,South Australia - South East,0.0003939
5253,South Australia - South East,1.0
5254,Adelaide - Central and Hills,0.1630085
5254,South Australia - South East,0.8369915
5255,South Australia - South East,1.0
5256,South Australia - South East,1.0
5259,South Australia - South East,1.0
5260,South Australia - South East,1.0
5261,South Australia - South East,1.0
5262,South Australia - South East,1.0
5263,South Australia - South East,1.0
5264,South Australia - South East,1.0
5265,South Australia - South East,1.0
5266,South Australia - South East,1.0
5267,South Australia - South East,1.0
5268,South Australia - South East,1.0
5269,South Australia - South East,1.0
5270,South Australia - South East,1.0
5271,South Australia - South East,1.0
5272,South Australia - South East,1.0
5273,South Australia - South East,1.0
5275,South Australia - South East,1.0
5276,South Australia - South East,1.0
5277,South Australia - South East,1.0
5278,South Australia - South East,1.0
5279,South Australia - South East,1.0
5280,South Australia - South East,1.0
5290,South Australia - South East,1.0
5291,South Australia - South East,1.0
5301,South Australia - South East,1.0
5302,South Australia - South East,1.0
5303,South Australia - South East,1.0
5304,South Australia - South East,1.0
5306,South Australia - South East,1.0
5307,South Australia - South East,1.0
5308,South Australia - South East,1.0
5309,South Australia - South East,1.0
5310,South Australia - South East,1.0
5311,South Australia - South East,1.0
5320,Barossa - Yorke - Mid North,0.0094418
5320,South Australia - South East,0.9905582
5321,South Australia - South East,1.0
5322,South Australia - South East,1.0
5330,South Australia - South East,1.0
5331,South Australia - South East,1.0
5332,South Australia - South East,1.0
5333,South Australia - South East,1.0
5340,South Australia - Outback,0.0002479
5340,South Australia - South East,0.9997521
5341,South Australia - South East,0.9999999
5342,South Australia - South East,1.0
5343,South Australia - South East,1.0
5344,South Australia - South East,1.0
5345,South Australia - South East,1.0
5346,South Australia - South East,1.0
5350,Barossa - Yorke - Mid North,1.0
5351,Barossa - Yorke - Mid North,0.9999998
5352,Barossa - Yorke - Mid North,1.0
5353,Barossa - Yorke - Mid North,0.7534364
5353,South Australia - South East,0.2465636
5354,South Australia - South East,1.0
5355,Barossa - Yorke - Mid North,1.0
5356,Barossa - Yorke - Mid North,0.1032973
5356,South Australia - South East,0.8967027
5357,South Australia - South East,1.0
5360,Barossa - Yorke - Mid North,1.0
5371,Adelaide - North,0.8378907
5371,Barossa - Yorke - Mid North,0.1621093
5372,Adelaide - North,0.0047233
5372,Barossa - Yorke - Mid North,0.9952767
5373,Barossa - Yorke - Mid North,1.0
5374,Barossa - Yorke - Mid North,0.9814477
5374,South Australia - South East,0.0185523
5381,Barossa - Yorke - Mid North,1.0
5400,Adelaide - North,0.0451657
5400,Barossa - Yorke - Mid North,0.9548343
5401,Barossa - Yorke - Mid North,1.0
5410,Barossa - Yorke - Mid North,1.0
5411,Barossa - Yorke - Mid North,1.0
5412,Barossa - Yorke - Mid North,1.0
5413,Barossa - Yorke - Mid North,1.0
5414,Barossa - Yorke - Mid North,1.0
5415,Barossa - Yorke - Mid North,1.0
5416,Barossa - Yorke - Mid North,1.0
5417,Barossa - Yorke - Mid North,1.0
5418,Barossa - Yorke - Mid North,1.0
5419,Barossa - Yorke - Mid North,1.0
5420,Barossa - Yorke - Mid North,1.0
5421,Barossa - Yorke - Mid North,1.0
5422,Barossa - Yorke - Mid North,1.0
5431,Barossa - Yorke - Mid North,1.0
5432,Barossa - Yorke - Mid North,0.7840763
5432,South Australia - Outback,0.2159237
5433,Barossa - Yorke - Mid North,0.0113839
5433,South Australia - Outback,0.9886161
5434,South Australia - Outback,1.0
5440,Barossa - Yorke - Mid North,0.0086121
5440,South Australia - Outback,0.9658153
5440,South Australia - South East,0.0255726
5451,Barossa - Yorke - Mid North,1.0
5452,Barossa - Yorke - Mid North,1.0
5453,Barossa - Yorke - Mid North,1.0
5454,Barossa - Yorke - Mid North,1.0
5455,Barossa - Yorke - Mid North,1.0
5460,Barossa - Yorke - Mid North,1.0
5461,Barossa - Yorke - Mid North,1.0
5462,Barossa - Yorke - Mid North,1.0
5464,Barossa - Yorke - Mid North,1.0
5470,Barossa - Yorke - Mid North,1.0
5471,Barossa - Yorke - Mid North,1.0
5472,Barossa - Yorke - Mid North,1.0
5473,Barossa - Yorke - Mid North,1.0
5480,Barossa - Yorke - Mid North,1.0
5481,Barossa - Yorke - Mid North,1.0
5482,Barossa - Yorke - Mid North,1.0
5483,Barossa - Yorke - Mid North,1.0
5485,Barossa - Yorke - Mid North,0.9999984
5490,Barossa - Yorke - Mid North,1.0
5491,Barossa - Yorke - Mid North,1.0
5493,Barossa - Yorke - Mid North,1.0
5495,Barossa - Yorke - Mid North,1.0
5501,Adelaide - North,0.7732399
5501,Barossa - Yorke - Mid North,0.2267601
5502,Barossa - Yorke - Mid North,1.0
5510,Barossa - Yorke - Mid North,1.0
5520,Barossa - Yorke - Mid North,1.0
5521,Barossa - Yorke - Mid North,1.0
5522,Barossa - Yorke - Mid North,1.0
5523,Barossa - Yorke - Mid North,1.0
5540,Barossa - Yorke - Mid North,1.0
5550,Barossa - Yorke - Mid North,1.0
5552,Barossa - Yorke - Mid North,1.0
5554,Barossa - Yorke - Mid North,1.0
5555,Barossa - Yorke - Mid North,1.0
5556,Barossa - Yorke - Mid North,1.0
5558,Barossa - Yorke - Mid North,1.0
5560,Barossa - Yorke - Mid North,1.0
5570,Barossa - Yorke - Mid North,1.0
5571,Barossa - Yorke - Mid North,1.0
5572,Barossa - Yorke - Mid North,1.0
5573,Barossa - Yorke - Mid North,1.0
5575,Barossa - Yorke - Mid North,1.0
5576,Barossa - Yorke - Mid North,1.0
5577,Barossa - Yorke - Mid North,1.0
5580,Barossa - Yorke - Mid North,1.0
5581,Barossa - Yorke - Mid North,1.0
5582,Barossa - Yorke - Mid North,1.0
5583,Barossa - Yorke - Mid North,1.0
5600,South Australia - Outback,1.0
5601,South Australia - Outback,1.0
5602,South Australia - Outback,1.0
5603,South Australia - Outback,1.0
5604,South Australia - Outback,1.0
5605,South Australia - Outback,1.0
5606,South Australia - Outback,1.0
